Shipment_ID,Order_ID,Customer_ID,Tracking_Number,Shipment_Date,Expected_Delivery_Date,Actual_Delivery_Date,Status,Shipping_Method,Origin_Country,Origin_City,Destination_Country,Destination_City,Weight_KG,Volume_CBM,Number_of_Packages,Shipping_Cost_USD,Customs_Value_USD,Customs_Duty_USD,Insurance_Value_USD,Total_Logistics_Cost_USD,Transit_Days_Estimated,Delay_Days,Carrier_Name,Handler_Employee_ID,Temperature_Controlled,Hazardous_Materials
SHP-0006399,ORD-0006399,CUST-00161,TRK-896814383,7/31/2023,8/3/2023,11/16/2022,At Warehouse,Road Transport,UAE,Fujairah,Qatar,Doha,26883.39,607.625,12,91492.43,1373000.24,152516.59,11461.58,255470.6,3,0,UPS Arabia,EMP-00133,No,No
SHP-0006400,ORD-0006400,CUST-01115,TRK-101332440,5/13/2020,5/16/2020,11/16/2022,Returned to Sender,Road Transport,Bahrain,Manama,Qatar,Lusail,17134.71,772.2709,77,27113.56,389058.26,17082.57,1779.07,45975.2,3,0,FedEx Middle East,EMP-00179,No,Yes
SHP-0006401,ORD-0006401,CUST-01116,TRK-191711354,8/10/2019,8/17/2019,8/18/2019,Delivered,Air Freight,UAE,Sharjah,Kuwait,Hawalli,18157.39,626.7345,83,232948.46,2278768.21,82979.37,5958.4,321886.23,7,1,MSC Arabian,EMP-00208,No,Yes
SHP-0006402,ORD-0006402,CUST-01277,TRK-687333236,12/3/2019,12/6/2019,12/9/2019,Delivered,Road Transport,Bahrain,Riffa,Bahrain,Manama,31473.22,2249.5397,45,106960.71,591943.82,0,5695.41,112656.12,3,3,Hapag-Lloyd Gulf,EMP-00133,Yes,No
SHP-0006403,ORD-0006403,CUST-01085,TRK-185903235,1/30/2023,2/8/2023,2/6/2023,Delivered,Sea Freight,Kuwait,Hawalli,Oman,Muscat,21037.82,401.2752,79,45034.96,1219224,5998.57,9202.03,60235.56,9,0,GAC Logistics,EMP-00137,No,No
SHP-0006404,ORD-0006404,CUST-00772,TRK-159680512,3/10/2023,3/17/2023,3/20/2023,Delivered,Sea Freight,Bahrain,Riffa,Oman,Sur,25639.94,1702.9995,70,18517.61,874193.31,95725.51,6279.48,120522.6,7,3,Hapag-Lloyd Gulf,EMP-00148,No,No
SHP-0006405,ORD-0006405,CUST-00274,TRK-636352770,1/30/2023,2/8/2023,11/16/2022,At Warehouse,Sea Freight,UAE,Ras Al Khaimah,Saudi Arabia,Jeddah,11103.03,506.2908,37,7031.47,289946.61,18510.65,1203.06,26745.18,9,0,Kanoo Shipping,EMP-00006,Yes,Yes
SHP-0006406,ORD-0006406,CUST-00547,TRK-612143643,10/12/2022,10/19/2022,11/16/2022,In Transit,Sea Freight,UAE,Sharjah,Kuwait,Salmiya,16084.17,1192.2304,25,39700.12,1842551.05,79158.07,12456.27,131314.46,7,0,Al Futtaim Logistics,EMP-00208,Yes,No
SHP-0006407,ORD-0006407,CUST-00619,TRK-897917777,10/28/2025,11/6/2025,11/16/2022,In Transit,Sea Freight,Oman,Sur,UAE,Dubai,41218.6,3424.5438,91,59568.63,265567.34,24969.87,1537.23,86075.73,9,0,Desert Express Logistics,EMP-00033,No,No
SHP-0006408,ORD-0006408,CUST-00401,TRK-738198027,10/20/2021,10/27/2021,10/28/2021,Delivered,Air Freight,Qatar,Al Rayyan,Saudi Arabia,Jubail,40793.01,181.9056,36,216456.03,5113849.64,362912.07,6126.67,585494.77,7,1,Kanoo Shipping,EMP-00288,No,Yes
SHP-0006409,ORD-0006409,CUST-00760,TRK-525737363,1/2/2020,1/3/2020,1/1/2020,Delivered,Rail Freight,Kuwait,Ahmadi,Kuwait,Ahmadi,30739.39,2472.1503,3,41842.29,219419.14,0,608.76,42451.05,1,0,Arabian Shipping Co.,EMP-00255,No,Yes
SHP-0006410,ORD-0006410,CUST-01274,TRK-533848880,4/3/2023,4/7/2023,4/11/2023,Delivered,Road Transport,Kuwait,Ahmadi,Saudi Arabia,Riyadh,32458.3,540.7431,9,80617.65,1336053.9,38696.82,11200.22,130514.69,4,4,Red Sea Transport,EMP-00133,Yes,Yes
SHP-0006411,ORD-0006411,CUST-00302,TRK-569510444,4/28/2020,5/3/2020,11/16/2022,At Warehouse,Road Transport,Kuwait,Jahra,UAE,Ajman,40095.35,531.8104,67,159280.68,3436570.63,370818.57,22812.84,552912.09,5,0,Kanoo Shipping,EMP-00268,No,Yes
SHP-0006412,ORD-0006412,CUST-00122,TRK-851223953,10/31/2025,11/9/2025,11/11/2025,Delivered,Rail Freight,Oman,Muscat,Qatar,Al Rayyan,41963.74,589.836,79,119893.63,4532734.53,533200.81,17622.56,670717,9,2,Agility Logistics,EMP-00133,No,No
SHP-0006413,ORD-0006413,CUST-00634,TRK-865911907,10/20/2023,10/26/2023,10/31/2023,Delivered,Air Freight,Bahrain,Manama,Qatar,Al Wakrah,42780.18,3145.6345,48,214786.13,4064933.99,414746.1,35342.18,664874.41,6,5,DHL Gulf,EMP-00205,No,No
SHP-0006414,ORD-0006414,CUST-00148,TRK-756848156,1/19/2020,1/23/2020,11/16/2022,In Transit,Air Freight,Oman,Salalah,Oman,Nizwa,29489.8,497.0812,14,382097.56,9578578.2,0,65044.08,447141.64,4,0,Arabian Shipping Co.,EMP-00119,No,Yes
SHP-0006415,ORD-0006415,CUST-00832,TRK-486398331,9/28/2020,10/5/2020,11/16/2022,At Warehouse,Sea Freight,Saudi Arabia,Dammam,Bahrain,Muharraq,27489.02,1467.8384,60,66185.8,1392085.66,153565.96,9901.24,229653,7,0,Desert Express Logistics,EMP-00205,No,Yes
SHP-0006416,ORD-0006416,CUST-01181,TRK-318810864,1/21/2021,1/29/2021,11/16/2022,At Customs,Road Transport,Bahrain,Riffa,Kuwait,Salmiya,29110.99,1019.8259,22,33369.21,854134.01,23427.65,8125.16,64922.02,8,0,CMA CGM Middle East,EMP-00208,Yes,Yes
SHP-0006417,ORD-0006417,CUST-01381,TRK-577635956,10/7/2021,10/9/2021,11/16/2022,At Warehouse,Air Freight,Oman,Muscat,Oman,Salalah,38347.07,2884.0278,84,241944.2,6866632.05,0,46835.09,288779.29,2,0,Arabian Shipping Co.,EMP-00085,No,Yes
SHP-0006418,ORD-0006418,CUST-00519,TRK-902815215,11/14/2020,11/24/2020,11/16/2022,Delayed,Sea Freight,Kuwait,Ahmadi,Qatar,Al Wakrah,49410.01,931.7754,88,25372.75,612519.99,67354.26,4063.13,96790.14,10,12,Arabian Shipping Co.,EMP-00246,No,Yes
SHP-0006419,ORD-0006419,CUST-00200,TRK-595684354,1/26/2021,2/5/2021,11/16/2022,At Customs,Sea Freight,Saudi Arabia,Dammam,Qatar,Al Wakrah,29960.13,2056.9648,19,81057.43,2027328.9,302.67,15024.4,96384.5,10,0,CMA CGM Middle East,EMP-00287,Yes,Yes
SHP-0006420,ORD-0006420,CUST-00972,TRK-963815362,5/17/2022,5/25/2022,5/25/2022,Delivered,Rail Freight,UAE,Sharjah,Oman,Muscat,9670,406.3242,89,32714.03,1243024.16,79571.08,6816.73,119101.84,8,0,UPS Arabia,EMP-00287,Yes,Yes
SHP-0006421,ORD-0006421,CUST-00692,TRK-807633765,5/17/2022,5/20/2022,11/16/2022,In Transit,Road Transport,Kuwait,Jahra,Bahrain,Muharraq,37741.73,2621.402,35,115604.18,3590881.14,430074.12,17100.29,562778.59,3,0,UPS Arabia,EMP-00286,No,Yes
SHP-0006422,ORD-0006422,CUST-00117,TRK-426992031,10/10/2020,10/22/2020,10/25/2020,Delivered,Sea Freight,Oman,Muscat,Bahrain,Muharraq,34616.43,866.1331,84,75326.64,2087419.38,120669.88,12978.11,208974.63,12,3,UPS Arabia,EMP-00117,No,Yes
SHP-0006423,ORD-0006423,CUST-00815,TRK-394209397,11/22/2019,12/3/2019,11/16/2022,Delayed,Sea Freight,Qatar,Doha,UAE,Fujairah,46754.67,4552.7348,2,101089.54,1285000.14,92409.13,10683.02,204181.69,11,25,UPS Arabia,EMP-00198,No,Yes
SHP-0006424,ORD-0006424,CUST-00337,TRK-846040429,8/18/2025,8/24/2025,11/16/2022,Lost,Express Courier,Saudi Arabia,Khobar,UAE,Fujairah,19057.85,1470.3815,40,114034.6,3316137.96,352048.74,24844.98,490928.32,6,0,Red Sea Transport,EMP-00149,No,No
SHP-0006425,ORD-0006425,CUST-00172,TRK-394668972,4/10/2024,4/14/2024,4/15/2024,Delivered,Express Courier,UAE,Ras Al Khaimah,Qatar,Al Khor,21230.79,1713.9959,6,138955.77,765506.28,63799.63,3219.64,205975.04,4,1,Kanoo Shipping,EMP-00205,No,Yes
SHP-0006426,ORD-0006426,CUST-00656,TRK-857795412,10/30/2021,11/8/2021,11/11/2021,Delivered,Sea Freight,Oman,Sur,Qatar,Al Khor,38561.2,1529.5073,10,52927.12,1823871.7,94920.72,12818.61,160666.45,9,3,Pearl Harbor Freight,EMP-00090,Yes,Yes
SHP-0006427,ORD-0006427,CUST-01337,TRK-139059512,12/30/2025,12/31/2025,12/31/2025,Delivered,Rail Freight,Saudi Arabia,Riyadh,Saudi Arabia,Taif,17522.1,771.3887,47,65659.62,1764606.65,0,10062.01,75721.63,4,0,Maersk Gulf,EMP-00090,Yes,Yes
SHP-0006428,ORD-0006428,CUST-00087,TRK-970109719,6/20/2024,6/24/2024,6/28/2024,Delivered,Road Transport,UAE,Ras Al Khaimah,Kuwait,Ahmadi,20701.98,1541.4998,49,75942.68,2829902.74,290998.89,27025.1,393966.67,4,4,Maersk Gulf,EMP-00133,Yes,Yes
SHP-0006429,ORD-0006429,CUST-00989,TRK-345889780,11/28/2023,12/3/2023,11/16/2022,Out for Delivery,Air Freight,Oman,Sohar,Saudi Arabia,Jubail,47903.16,3658.1218,84,168622.02,7933118.53,1125833.8,23622.89,1318078.71,5,0,Agility Logistics,EMP-00217,No,No
SHP-0006430,ORD-0006430,CUST-00308,TRK-818257828,12/10/2024,12/14/2024,12/18/2024,Delivered,Air Freight,Bahrain,Riffa,UAE,Ajman,36488.87,289.857,80,128948.71,1363611.4,181303.12,7161.14,317412.97,4,4,Evergreen Gulf Services,EMP-00268,No,No
SHP-0006431,ORD-0006431,CUST-01324,TRK-236418271,8/20/2023,8/22/2023,8/25/2023,Delivered,Express Courier,Saudi Arabia,Taif,Bahrain,Muharraq,36624.41,3418.8215,53,429521.39,15390830.32,947546.95,15595.53,1392663.87,2,3,Evergreen Gulf Services,EMP-00229,No,No
SHP-0006432,ORD-0006432,CUST-00855,TRK-475361560,12/27/2023,1/2/2024,1/3/2024,Delivered,Road Transport,Oman,Sur,Saudi Arabia,Dammam,46036.78,2602.2195,5,141530.23,2128853.59,187225.24,16993.15,345748.62,6,1,Agility Logistics,EMP-00137,Yes,Yes
SHP-0006434,ORD-0006434,CUST-01477,TRK-260007080,7/28/2019,7/31/2019,7/31/2019,Delivered,Road Transport,Qatar,Al Khor,Saudi Arabia,Jeddah,17930.01,352.0204,91,53650.97,1821463.97,17950.8,10124.09,81725.86,3,0,Al Futtaim Logistics,EMP-00217,Yes,Yes
SHP-0006436,ORD-0006436,CUST-00245,TRK-970400826,3/22/2019,3/26/2019,11/16/2022,At Customs,Express Courier,Saudi Arabia,Dammam,Qatar,Al Khor,19528.45,403.5171,84,284016.14,14027602.66,39553.45,83131.25,406700.84,4,0,Kanoo Shipping,EMP-00169,No,No
SHP-0006437,ORD-0006437,CUST-01115,TRK-998577679,3/17/2021,3/24/2021,11/16/2022,In Transit,Sea Freight,Saudi Arabia,Khobar,Qatar,Lusail,33042.55,812.5755,73,56476.48,1261570.81,188250.89,7327.59,252054.96,7,0,Red Sea Transport,EMP-00229,Yes,Yes
SHP-0006438,ORD-0006438,CUST-01090,TRK-235167509,9/26/2019,10/2/2019,11/16/2022,Out for Delivery,Express Courier,Oman,Salalah,Qatar,Lusail,42806.26,1770.2963,66,689199.13,31039429.4,1281157.55,292495.13,2262851.81,6,0,Kanoo Shipping,EMP-00137,Yes,No
SHP-0006439,ORD-0006439,CUST-01235,TRK-616640655,8/10/2025,8/18/2025,11/16/2022,In Transit,Sea Freight,Kuwait,Jahra,Qatar,Al Khor,14359.7,621.1231,2,23074.41,26669.85,1655.44,172.08,24901.93,8,0,Agility Logistics,EMP-00268,No,No
SHP-0006440,ORD-0006440,CUST-00352,TRK-808560554,10/15/2021,10/18/2021,10/20/2021,Delivered,Air Freight,UAE,Fujairah,Oman,Muscat,5921.75,562.9856,49,40350.52,412669.51,28320.71,748.13,69419.36,3,2,Aramex,EMP-00264,No,No
SHP-0006441,ORD-0006441,CUST-00869,TRK-235547443,9/2/2022,9/8/2022,9/11/2022,Delivered,Air Freight,Kuwait,Kuwait City,Bahrain,Muharraq,1971.87,150.8226,62,16706.51,416906,55118.54,3101.27,74926.32,6,3,DHL Gulf,EMP-00080,Yes,Yes
SHP-0006442,ORD-0006442,CUST-00773,TRK-796301273,5/1/2020,5/9/2020,5/9/2020,Delivered,Sea Freight,Kuwait,Ahmadi,Qatar,Lusail,3874.46,136.2628,96,10691.18,470039.24,30490.74,2978.31,44160.23,8,0,Aramex,EMP-00080,No,Yes
SHP-0006443,ORD-0006443,CUST-00361,TRK-360076955,8/24/2019,8/30/2019,8/29/2019,Delivered,Air Freight,Saudi Arabia,Jeddah,Kuwait,Kuwait City,29284.63,663.3497,89,416146.31,4817978.67,12594.42,10421.12,439161.85,6,0,DHL Gulf,EMP-00117,No,Yes
SHP-0006444,ORD-0006444,CUST-00908,TRK-233881397,11/29/2021,12/7/2021,11/16/2022,In Transit,Sea Freight,Oman,Sur,UAE,Dubai,7229.81,222.7692,72,19329.74,433646.43,27939.2,1250.35,48519.29,8,0,Arabian Shipping Co.,EMP-00229,No,Yes
SHP-0006445,ORD-0006445,CUST-00063,TRK-403967909,8/19/2023,8/24/2023,11/16/2022,In Transit,Sea Freight,Saudi Arabia,Riyadh,Saudi Arabia,Mecca,40507.97,272.4452,15,37174.59,898453.9,0,1910.02,39084.61,5,0,Aramex,EMP-00080,No,No
SHP-0006446,ORD-0006446,CUST-00339,TRK-324104172,11/6/2024,11/13/2024,11/16/2024,Delivered,Air Freight,Saudi Arabia,Taif,Bahrain,Riffa,25421.57,250.6115,14,199366.21,8179111.12,734500.69,24426.2,958293.1,7,3,Agility Logistics,EMP-00059,Yes,No
SHP-0006447,ORD-0006447,CUST-01294,TRK-774783836,2/19/2023,2/26/2023,11/16/2022,Out for Delivery,Road Transport,Bahrain,Manama,Oman,Sur,1962.17,191.4537,85,2469.49,27565.46,3396.1,211.32,6076.91,7,0,Maersk Gulf,EMP-00085,Yes,Yes
SHP-0006448,ORD-0006448,CUST-01072,TRK-251216298,8/10/2021,8/13/2021,11/16/2022,In Transit,Road Transport,Bahrain,Riffa,Kuwait,Ahmadi,34045.01,1757.65,64,106060.6,4079852.07,434125.53,22791.21,562977.34,3,0,Pearl Harbor Freight,EMP-00281,Yes,No
SHP-0006449,ORD-0006449,CUST-00844,TRK-575800031,7/27/2021,8/1/2021,11/16/2022,At Customs,Road Transport,Oman,Nizwa,Saudi Arabia,Taif,13032.07,1269.8857,41,36099.45,1632114.28,124870.76,4779.97,165750.18,5,0,DHL Gulf,EMP-00117,No,Yes
SHP-0006450,ORD-0006450,CUST-00917,TRK-120857061,12/22/2019,12/24/2019,11/16/2022,Delayed,Express Courier,Bahrain,Isa Town,Qatar,Al Wakrah,18832.5,203.8839,70,338783.24,7931871.84,1008583.87,53410.52,1400777.63,2,25,Pearl Harbor Freight,EMP-00298,Yes,Yes
SHP-0006451,ORD-0006451,CUST-00986,TRK-211052925,4/22/2025,5/2/2025,11/16/2022,In Transit,Sea Freight,Kuwait,Salmiya,UAE,Ras Al Khaimah,13349.99,465.7517,50,16886.7,570407.08,65774.3,2975.17,85636.17,10,0,Evergreen Gulf Services,EMP-00189,No,Yes
SHP-0006452,ORD-0006452,CUST-00477,TRK-488644951,5/6/2021,5/8/2021,11/16/2022,In Transit,Express Courier,UAE,Abu Dhabi,Saudi Arabia,Medina,34319.38,2070.9654,23,456098.55,17642968.81,1439389.38,27716.09,1923204.02,2,0,Maersk Gulf,EMP-00085,No,No
SHP-0006453,ORD-0006453,CUST-00499,TRK-220515765,4/14/2020,4/23/2020,4/23/2020,Delivered,Rail Freight,Kuwait,Kuwait City,Qatar,Al Khor,37928.29,202.0482,96,64945.85,3063845.22,341901.38,23700.32,430547.55,9,0,FedEx Middle East,EMP-00044,No,No
SHP-0006455,ORD-0006455,CUST-00349,TRK-276033777,4/30/2022,5/6/2022,5/11/2022,Delivered,Express Courier,Bahrain,Hamad Town,Bahrain,Isa Town,39464.48,2950.8404,53,699593.9,23634336.52,0,231976.27,931570.17,6,5,Aramex,EMP-00006,Yes,No
SHP-0006456,ORD-0006456,CUST-01222,TRK-521553455,3/17/2025,3/26/2025,3/30/2025,Delivered,Sea Freight,Bahrain,Muharraq,UAE,Fujairah,11824.59,76.8408,19,13453.4,94623.81,2471.49,234.25,16159.14,9,4,GAC Logistics,EMP-00298,Yes,Yes
SHP-0006457,ORD-0006457,CUST-00967,TRK-693197618,6/26/2022,7/6/2022,7/9/2022,Delivered,Sea Freight,Saudi Arabia,Medina,UAE,Abu Dhabi,29538.89,2799.0125,18,53428.74,1813128.35,72493.21,11762.18,137684.13,10,3,Gulf Logistics Partners,EMP-00287,No,No
SHP-0006458,ORD-0006458,CUST-00453,TRK-309666252,8/12/2020,8/15/2020,11/16/2022,In Transit,Road Transport,Saudi Arabia,Riyadh,UAE,Sharjah,35810.49,561.0543,32,105379.66,1697089.42,18965.07,7461.33,131806.06,3,0,Aramex,EMP-00148,No,No
SHP-0006459,ORD-0006459,CUST-00304,TRK-765055918,1/3/2020,1/15/2020,1/14/2020,Delivered,Sea Freight,Bahrain,Hamad Town,Qatar,Lusail,25289.82,799.1092,95,33343.59,148878.39,21628.52,988.54,55960.65,12,0,Kanoo Shipping,EMP-00149,No,No
SHP-0006460,ORD-0006460,CUST-00339,TRK-272617235,3/2/2024,3/8/2024,11/16/2022,At Customs,Air Freight,Saudi Arabia,Jeddah,Bahrain,Riffa,8497.2,640.51,38,119658.61,4153274.78,616273.93,12195.59,748128.13,6,0,Maersk Gulf,EMP-00264,No,Yes
SHP-0006461,ORD-0006461,CUST-01397,TRK-557568295,9/29/2021,10/6/2021,11/16/2022,In Transit,Air Freight,Kuwait,Jahra,Saudi Arabia,Riyadh,2653.38,245.8755,91,23649.24,929160.98,93772.94,8351.34,125773.52,7,0,Evergreen Gulf Services,EMP-00281,Yes,Yes
SHP-0006463,ORD-0006463,CUST-01214,TRK-614215959,11/20/2021,11/26/2021,11/16/2022,In Transit,Express Courier,Kuwait,Ahmadi,Bahrain,Manama,35818.85,1155.6632,19,309914.36,9836194.89,1320412.05,89034.49,1719360.9,6,0,Maersk Gulf,EMP-00033,Yes,No
SHP-0006464,ORD-0006464,CUST-00164,TRK-240983604,6/17/2025,6/28/2025,11/16/2022,At Warehouse,Sea Freight,UAE,Abu Dhabi,Qatar,Lusail,16985.26,929.8659,11,32167.29,396378.58,10240.48,3531.38,45939.15,11,0,Pearl Harbor Freight,EMP-00217,No,Yes
SHP-0006465,ORD-0006465,CUST-01429,TRK-442724455,4/25/2022,5/3/2022,11/16/2022,In Transit,Road Transport,Bahrain,Muharraq,Oman,Salalah,20751.32,436.4519,34,47090.75,163339.71,9627.88,545.83,57264.46,8,0,COSCO Shipping Gulf,EMP-00117,Yes,No
SHP-0006466,ORD-0006466,CUST-00410,TRK-438227713,3/16/2019,3/24/2019,3/25/2019,Delivered,Road Transport,Qatar,Doha,Saudi Arabia,Jeddah,35506.03,2791.7276,100,133563.1,3602118.52,423649.9,32184.59,589397.59,8,1,UPS Arabia,EMP-00205,Yes,No
SHP-0006467,ORD-0006467,CUST-00274,TRK-443249665,1/17/2022,1/26/2022,1/30/2022,Delivered,Sea Freight,Bahrain,Riffa,Saudi Arabia,Jeddah,5876.74,293.8662,59,14659.17,267960.52,1806.88,1933.83,18399.88,9,4,Desert Express Logistics,EMP-00267,Yes,Yes
SHP-0006468,ORD-0006468,CUST-01321,TRK-319375642,12/4/2019,12/7/2019,12/8/2019,Delivered,Road Transport,Kuwait,Ahmadi,Bahrain,Manama,34223.5,2152.7412,83,45182.84,1787793.15,201445.5,8578.52,255206.86,3,1,Evergreen Gulf Services,EMP-00085,Yes,No
SHP-0006469,ORD-0006469,CUST-00930,TRK-659959821,6/16/2025,6/22/2025,11/16/2022,Delayed,Air Freight,Oman,Muscat,Bahrain,Hamad Town,47297.04,2868.5181,92,459638.5,19106740.33,267286.55,165293.93,892218.98,6,24,Middle East Freight Solutions,EMP-00268,Yes,Yes
SHP-0006471,ORD-0006471,CUST-00278,TRK-693361204,5/5/2020,5/8/2020,5/11/2020,Delivered,Road Transport,Saudi Arabia,Taif,UAE,Ras Al Khaimah,4713,393.6657,63,13414.68,405616.16,22077.55,1908.98,37401.21,3,3,Agility Logistics,EMP-00006,No,No
SHP-0006472,ORD-0006472,CUST-00561,TRK-355772633,3/9/2025,3/14/2025,3/18/2025,Delivered,Road Transport,Kuwait,Ahmadi,Oman,Sohar,48804.81,2502.5192,96,218817.29,6640828.91,275871.55,65301.04,559989.88,5,4,Maersk Gulf,EMP-00179,Yes,No
SHP-0006473,ORD-0006473,CUST-00429,TRK-804431535,1/25/2023,1/30/2023,11/16/2022,At Customs,Road Transport,Oman,Sur,Saudi Arabia,Mecca,16291.55,332.9927,46,21021.17,710646.55,85251.67,5224.35,111497.19,5,0,Agility Logistics,EMP-00148,Yes,No
SHP-0006474,ORD-0006474,CUST-00350,TRK-861794783,7/15/2025,7/19/2025,11/16/2022,At Customs,Sea Freight,Oman,Muscat,Oman,Sohar,33069.32,1758.4473,20,60099.79,2107375.29,0,11666.3,71766.09,4,0,UPS Arabia,EMP-00148,Yes,No
SHP-0006475,ORD-0006475,CUST-01389,TRK-742072298,7/12/2019,7/18/2019,7/20/2019,Delivered,Rail Freight,Bahrain,Isa Town,Kuwait,Salmiya,13592.39,1274.2332,29,23413.92,380101.27,53626.88,3738.8,80779.6,6,2,Evergreen Gulf Services,EMP-00080,No,Yes
SHP-0006476,ORD-0006476,CUST-00948,TRK-259221782,8/29/2020,9/5/2020,11/16/2022,Delayed,Air Freight,Kuwait,Salmiya,Saudi Arabia,Medina,26063.67,2136.1447,69,218518.87,8347085.13,664978.6,18521.68,902019.15,7,4,Kanoo Shipping,EMP-00205,No,Yes
SHP-0006477,ORD-0006477,CUST-01299,TRK-717651117,2/28/2021,3/5/2021,11/16/2022,In Transit,Air Freight,Oman,Salalah,Qatar,Doha,22989.25,1511.8679,88,284802.28,4590913.25,101242.11,21657.44,407701.83,5,0,Middle East Freight Solutions,EMP-00095,No,No
SHP-0006478,ORD-0006478,CUST-00197,TRK-379787268,11/19/2020,11/24/2020,11/22/2020,Delivered,Road Transport,Oman,Salalah,Kuwait,Hawalli,10911.22,741.4752,76,45356.73,2142326.7,189281.87,17315.96,251954.56,5,0,MSC Arabian,EMP-00288,No,No
SHP-0006479,ORD-0006479,CUST-00474,TRK-869178278,6/19/2024,6/30/2024,7/1/2024,Delivered,Sea Freight,UAE,Ajman,Kuwait,Salmiya,4062.29,56.699,44,5873.2,181873.05,1408.17,553.48,7834.85,11,1,DHL Gulf,EMP-00149,No,No
SHP-0006480,ORD-0006480,CUST-00589,TRK-637521656,10/30/2023,11/1/2023,11/3/2023,Delivered,Air Freight,Qatar,Al Khor,Kuwait,Hawalli,24597.69,284.6796,47,177272.2,8054531.43,585914.71,68479.59,831666.5,2,2,Hapag-Lloyd Gulf,EMP-00267,No,No
SHP-0006481,ORD-0006481,CUST-01271,TRK-592379504,7/2/2022,7/12/2022,11/16/2022,At Customs,Sea Freight,Saudi Arabia,Medina,Bahrain,Riffa,42612.42,190.8856,1,47594.17,325684.68,26149.4,2966.12,76709.69,10,0,Gulf Logistics Partners,EMP-00287,Yes,Yes
SHP-0006482,ORD-0006482,CUST-01328,TRK-606965948,11/26/2025,12/3/2025,11/16/2022,Out for Delivery,Road Transport,Bahrain,Manama,Qatar,Lusail,22370.06,1522.8889,10,80203.2,625627.79,76865.11,5632.15,162700.46,7,0,Middle East Freight Solutions,EMP-00281,No,No
SHP-0006483,ORD-0006483,CUST-01317,TRK-262665999,7/25/2023,7/28/2023,11/16/2022,Out for Delivery,Air Freight,UAE,Dubai,Oman,Sohar,48926.8,4416.9806,38,430519.17,13957252.13,1973139.22,56753.13,2460411.52,3,0,DHL Gulf,EMP-00090,No,Yes
SHP-0006484,ORD-0006484,CUST-01442,TRK-410834625,7/28/2021,8/2/2021,11/16/2022,In Transit,Air Freight,UAE,Dubai,Qatar,Lusail,16624.32,1040.8185,70,238380.97,7284349.2,149696.94,54286.12,442364.03,5,0,Desert Express Logistics,EMP-00033,Yes,No
SHP-0006485,ORD-0006485,CUST-01131,TRK-741449340,11/18/2025,11/29/2025,11/16/2022,In Transit,Sea Freight,Oman,Salalah,Saudi Arabia,Khobar,47211.46,3279.325,63,92522.96,3403198.16,483470.1,23482.64,599475.7,11,0,Desert Express Logistics,EMP-00033,Yes,No
SHP-0006486,ORD-0006486,CUST-01298,TRK-879964120,9/10/2021,9/17/2021,11/16/2022,At Warehouse,Road Transport,Bahrain,Isa Town,Kuwait,Jahra,20120.19,300.4307,56,31629.91,1259054.94,34891.26,11032.18,77553.35,7,0,Al Futtaim Logistics,EMP-00264,No,Yes
SHP-0006487,ORD-0006487,CUST-00920,TRK-507394753,11/10/2022,11/14/2022,11/17/2022,Delivered,Road Transport,Bahrain,Manama,UAE,Abu Dhabi,9730.22,173.9302,74,48426.68,1071224.17,144747.13,8406.42,201580.23,4,3,Pearl Harbor Freight,EMP-00059,No,Yes
SHP-0006488,ORD-0006488,CUST-01133,TRK-631896296,4/8/2023,4/13/2023,4/12/2023,Delivered,Road Transport,Kuwait,Kuwait City,Kuwait,Kuwait City,39273.79,1391.9635,39,70068.63,2206271.65,0,16038.12,86106.75,5,0,CMA CGM Middle East,EMP-00080,Yes,Yes
SHP-0006489,ORD-0006489,CUST-00528,TRK-887344247,2/17/2023,2/23/2023,11/16/2022,In Transit,Rail Freight,Bahrain,Riffa,Bahrain,Manama,39483.66,3710.9589,12,80371.14,3825358.47,0,10263.88,90635.02,6,0,COSCO Shipping Gulf,EMP-00208,No,No
SHP-0006490,ORD-0006490,CUST-00162,TRK-934312066,12/21/2020,12/24/2020,12/25/2020,Delivered,Air Freight,Qatar,Al Rayyan,Saudi Arabia,Jeddah,7274.3,635.9745,50,74907.53,2282193.38,59244.55,16145.23,150297.31,3,1,Arabian Shipping Co.,EMP-00080,Yes,No
SHP-0006491,ORD-0006491,CUST-01039,TRK-524911014,8/26/2021,8/31/2021,11/16/2022,In Transit,Express Courier,Bahrain,Manama,Qatar,Lusail,49192.43,2908.142,97,679569.17,30504690.25,4065404.21,97145.46,4842118.84,5,0,Red Sea Transport,EMP-00129,No,Yes
SHP-0006492,ORD-0006492,CUST-00708,TRK-223848180,7/24/2021,7/30/2021,8/4/2021,Delivered,Road Transport,Bahrain,Manama,Qatar,Al Wakrah,2301.38,191.3801,54,5032.68,129636.72,4499.43,264,9796.11,6,5,Arabian Shipping Co.,EMP-00133,No,Yes
SHP-0006493,ORD-0006493,CUST-00893,TRK-271876818,7/1/2021,7/7/2021,7/11/2021,Delivered,Air Freight,UAE,Abu Dhabi,Saudi Arabia,Taif,26208.03,1318.1658,74,163883.51,7627198.65,50541.78,32769.4,247194.69,6,4,Red Sea Transport,EMP-00169,No,No
SHP-0006494,ORD-0006494,CUST-00399,TRK-276306375,3/17/2023,3/20/2023,11/16/2022,Out for Delivery,Road Transport,Qatar,Al Wakrah,Saudi Arabia,Jeddah,30773.37,264.6234,12,58427.25,2018022.65,172341.71,19145.25,249914.21,3,0,CMA CGM Middle East,EMP-00059,No,No
