Order_ID,Order_Date,Customer_ID,Customer_Type,Country,City,Product_Category,Product_Name,Quantity,Unit_Price_USD,Subtotal_USD,Discount_Percent,Discount_Amount_USD,Tax_Rate_Percent,Tax_Amount_USD,Shipping_Cost_USD,Insurance_Cost_USD,Total_Amount_USD,Currency,Order_Status,Delivery_Date,Payment_Method,Payment_Status,Sales_Rep_ID,Agent_Name,Warehouse_Country,Warehouse_City,Shipping_Method,Priority,Notes
ORD-0004286,2/9/2025,CUST-01353,Individual,Qatar,Al Khor,Beauty & Health,Hair Care,2,151.73,303.46,2.88,8.74,0,0,1907.97,0,2202.69,USD,Delivered,2/19/2025,Credit Card,Paid,EMP-00051,FedEx Middle East,Saudi Arabia,Riyadh,Air Freight,High,Express required
ORD-0004287,1/6/2023,CUST-00591,Small Business,UAE,Abu Dhabi,Industrial,Hardware,177,124.59,22052.43,10.85,2392.69,5,982.99,1989.73,200.14,22832.6,USD,Shipped,1/19/2023,Bank Transfer,Paid,EMP-00224,FedEx Middle East,Bahrain,Muharraq,Rail Freight,High,Express required
ORD-0004289,7/20/2019,CUST-01179,Individual,UAE,Dubai,Home & Garden,Dining,19,470.42,8937.98,2.15,192.17,5,437.29,444.53,0,9627.63,USD,Delivered,7/29/2019,Letter of Credit,Paid,EMP-00241,DHL Gulf,UAE,Fujairah,Sea Freight,Urgent,Express required
ORD-0004292,9/27/2023,CUST-01051,Corporate,Saudi Arabia,Dammam,Industrial,Chemicals,732,4563.16,3340233.12,7.12,237824.6,15,465361.28,2424.1,4983.52,3575177.42,USD,Delivered,10/10/2023,Bank Transfer,Paid,EMP-00234,DHL Gulf,UAE,Abu Dhabi,Air Freight,Medium,Express required
ORD-0004293,8/28/2022,CUST-01382,Individual,Oman,Sohar,Beauty & Health,Supplements,11,205.24,2257.64,1.08,24.38,5,111.66,4829.69,0,7174.61,USD,Delivered,9/17/2022,Digital Wallet,Paid,EMP-00269,MSC Arabian,Oman,Muscat,Road Transport,Medium,Express required
ORD-0004294,2/21/2023,CUST-01130,Corporate,Oman,Salalah,Fashion,Women Clothing,3528,3376.32,11911656.96,5.82,693258.44,5,560919.93,3865.07,55973.08,11839156.6,USD,Delivered,3/8/2023,Credit Card,Paid,EMP-00269,FedEx Middle East,Bahrain,Muharraq,Air Freight,Medium,Express required
ORD-0004295,9/7/2025,CUST-01407,Individual,Saudi Arabia,Jeddah,Home & Garden,Furniture,4,55.78,223.12,3.1,6.92,15,32.43,4108.39,0,4357.02,USD,Delivered,9/12/2025,Credit Card,Paid,EMP-00224,CMA CGM Middle East,Qatar,Al Rayyan,Express Courier,Medium,Express required
ORD-0004296,8/8/2019,CUST-00464,Small Business,Saudi Arabia,Riyadh,Automotive,Oils,37,1161.66,42981.42,11.17,4801.02,15,5727.06,1144.73,335.44,45387.63,USD,Delivered,8/24/2019,Credit Card,Paid,EMP-00228,Middle East Freight Solutions,Bahrain,Isa Town,Sea Freight,Medium,Express required
ORD-0004298,11/4/2020,CUST-00322,Individual,Kuwait,Salmiya,Beauty & Health,Body Care,15,41.98,629.7,1.78,11.21,0,0,146.54,0,765.03,USD,Delivered,11/14/2020,Installments,Paid,EMP-00248,Evergreen Gulf Services,Oman,Muscat,Road Transport,Medium,Express required
ORD-0004299,1/15/2020,CUST-00556,Corporate,Qatar,Doha,Fashion,Watches,277,2387.7,661392.9,19.91,131683.33,0,0,212.9,4154.44,534076.91,USD,Delivered,2/8/2020,Cash on Delivery,Paid,EMP-00051,Al Futtaim Logistics,Qatar,Al Rayyan,Sea Freight,Low,Express required
ORD-0004300,5/20/2023,CUST-01332,Corporate,Oman,Sohar,Beauty & Health,Fragrances,4457,1575.11,7020265.27,9.7,680965.73,5,316964.98,1289.57,36754.38,6694308.47,USD,Delivered,6/2/2023,Credit Card,Paid,EMP-00206,Al Futtaim Logistics,Qatar,Al Rayyan,Express Courier,Medium,Express required
ORD-0004301,8/7/2019,CUST-00759,Corporate,Kuwait,Hawalli,Beauty & Health,Vitamins,1191,2847.41,3391265.31,15.78,535141.67,0,0,432.25,21481.18,2878037.07,USD,Shipped,8/18/2019,Letter of Credit,Pending,EMP-00225,Red Sea Transport,Bahrain,Isa Town,Road Transport,Medium,Express required
ORD-0004304,2/10/2022,CUST-00511,Individual,Saudi Arabia,Medina,Fashion,Accessories,6,235.85,1415.1,0.99,14.01,15,210.16,1752.19,0,3363.44,USD,Shipped,2/14/2022,Letter of Credit,Paid,EMP-00197,Maersk Gulf,Kuwait,Hawalli,Sea Freight,High,Express required
ORD-0004305,7/10/2024,CUST-00938,Individual,UAE,Abu Dhabi,Food & Beverage,Frozen Foods,18,328.52,5913.36,3.27,193.37,5,286,1237.27,0,7243.26,USD,Delivered,7/21/2024,Credit Card,Paid,EMP-00124,GAC Logistics,Saudi Arabia,Medina,Road Transport,High,Express required
ORD-0004306,10/19/2022,CUST-00297,Individual,UAE,Abu Dhabi,Sports & Outdoors,Sports Shoes,18,338.13,6086.34,0.27,16.43,5,303.5,616.17,0,6989.58,USD,Shipped,11/2/2022,Bank Transfer,Paid,EMP-00239,Middle East Freight Solutions,Saudi Arabia,Khobar,Road Transport,Medium,Express required
ORD-0004307,12/8/2020,CUST-00180,Small Business,Oman,Sohar,Fashion,Sportswear,187,434.9,81326.3,11.06,8994.69,5,3616.58,202.31,87.27,76237.77,USD,Delivered,12/14/2020,Bank Transfer,Paid,EMP-00197,MSC Arabian,Bahrain,Manama,Road Transport,Medium,Express required
ORD-0004308,7/2/2019,CUST-00853,Small Business,Bahrain,Muharraq,Industrial,Electrical,303,382.53,115906.59,12.51,14499.91,10,10140.67,3082.45,531.68,115161.48,USD,Delivered,7/13/2019,Credit Card,Pending,EMP-00153,FedEx Middle East,Bahrain,Riffa,Express Courier,Medium,Express required
ORD-0004309,11/22/2025,CUST-00895,E-commerce Platform,Kuwait,Salmiya,Electronics,Cameras,37,291.37,10780.69,8.5,916.36,0,0,3979.67,14.65,13858.65,USD,Delivered,12/22/2025,Bank Transfer,Overdue,EMP-00081,Arabian Shipping Co.,Kuwait,Kuwait City,Air Freight,Medium,Express required
ORD-0004310,9/11/2020,CUST-00239,Individual,Kuwait,Hawalli,Home & Garden,Lighting,8,51.8,414.4,3.11,12.89,0,0,1445.69,0,1847.2,USD,Shipped,9/12/2020,Digital Wallet,Paid,EMP-00279,Hapag-Lloyd Gulf,Kuwait,Ahmadi,Air Freight,High,Express required
ORD-0004311,4/30/2025,CUST-00158,E-commerce Platform,Bahrain,Isa Town,Sports & Outdoors,Yoga,65,453.64,29486.6,14.26,4204.79,10,2528.18,4606.1,97.67,32513.76,USD,Shipped,5/5/2025,Digital Wallet,Paid,EMP-00239,MSC Arabian,Oman,Sur,Air Freight,Urgent,Express required
ORD-0004313,11/11/2024,CUST-01165,Corporate,Qatar,Al Khor,Automotive,Tools,2979,3650.3,10874243.7,22.34,2429306.04,0,0,1324.7,21442.05,8467704.41,USD,Delivered,11/30/2024,Digital Wallet,Paid,EMP-00233,Al Futtaim Logistics,UAE,Sharjah,Air Freight,Medium,Express required
ORD-0004314,11/16/2022,CUST-00232,Corporate,UAE,Ajman,Beauty & Health,Makeup,4675,4505.26,21062090.5,16.38,3449970.42,5,880606,2271.16,199960.33,18694957.57,USD,Delivered,11/21/2022,Cash on Delivery,Paid,EMP-00242,Agility Logistics,Bahrain,Riffa,Air Freight,Urgent,Express required
ORD-0004316,1/9/2024,CUST-00582,Individual,Kuwait,Hawalli,Food & Beverage,Frozen Foods,2,441.8,883.6,3.54,31.28,0,0,3543.79,0,4396.11,USD,Delivered,1/23/2024,Digital Wallet,Paid,EMP-00089,GAC Logistics,Saudi Arabia,Dammam,Air Freight,Urgent,Express required
ORD-0004318,3/5/2024,CUST-00978,Small Business,Kuwait,Ahmadi,Beauty & Health,Hair Care,221,408.72,90327.12,13.36,12067.7,0,0,2472.99,313.57,81045.98,USD,Delivered,4/1/2024,Credit Card,Paid,EMP-00283,GAC Logistics,Saudi Arabia,Mecca,Sea Freight,High,Express required
ORD-0004319,1/17/2023,CUST-00035,Corporate,Kuwait,Ahmadi,Sports & Outdoors,Sports Shoes,4082,95.54,389994.28,16.45,64154.06,0,0,1822.09,3369.27,331031.58,USD,Delivered,2/5/2023,Digital Wallet,Paid,EMP-00224,Desert Express Logistics,Kuwait,Salmiya,Road Transport,High,Express required
ORD-0004320,1/27/2023,CUST-00573,Individual,Bahrain,Riffa,Electronics,Smartphones,13,7.27,94.51,3.72,3.52,10,9.1,4445.58,0,4545.67,USD,Delivered,2/14/2023,Credit Card,Pending,EMP-00076,UPS Arabia,UAE,Abu Dhabi,Air Freight,Medium,Express required
ORD-0004322,6/12/2023,CUST-01110,Small Business,Bahrain,Riffa,Automotive,Tires,428,1063.09,455002.52,7.99,36354.7,10,41864.78,1238.58,1704.43,463455.61,USD,Delivered,7/12/2023,Credit Card,Paid,EMP-00225,UPS Arabia,Saudi Arabia,Medina,Rail Freight,Low,Express required
ORD-0004323,12/23/2022,CUST-00643,Government,UAE,Ras Al Khaimah,Beauty & Health,Supplements,9922,2766.79,27452090.38,7.38,2025964.27,5,1271306.31,199.94,145117.42,26842749.78,USD,Delivered,1/1/2023,Bank Transfer,Paid,EMP-00076,Evergreen Gulf Services,Kuwait,Hawalli,Road Transport,Low,Express required
ORD-0004324,8/18/2022,CUST-01497,Small Business,Oman,Sur,Electronics,Gaming Consoles,291,1659.28,482850.48,7.12,34378.95,5,22423.58,589.3,1507.35,472991.76,USD,Shipped,8/21/2022,Digital Wallet,Paid,EMP-00239,Maersk Gulf,Kuwait,Jahra,Sea Freight,Medium,Express required
ORD-0004325,10/4/2019,CUST-00081,Corporate,Saudi Arabia,Medina,Industrial,Safety Equipment,4353,473.22,2059926.66,16.74,344831.72,15,257264.24,4651.69,18984.18,1995995.05,USD,Delivered,10/12/2019,Letter of Credit,Paid,EMP-00216,Evergreen Gulf Services,Qatar,Al Khor,Air Freight,High,Express required
ORD-0004327,2/28/2023,CUST-00237,Small Business,UAE,Sharjah,Sports & Outdoors,Fishing,351,1050.85,368848.35,8.05,29692.29,5,16957.8,1621.71,2889.72,360625.29,USD,Delivered,3/18/2023,Credit Card,Paid,EMP-00197,Hapag-Lloyd Gulf,Qatar,Doha,Road Transport,Medium,Express required
ORD-0004328,7/1/2024,CUST-00523,Small Business,Qatar,Al Wakrah,Fashion,Bags,68,1802.66,122580.88,8.05,9867.76,0,0,3963.88,470.98,117147.98,USD,Delivered,7/5/2024,Installments,Paid,EMP-00081,Pearl Harbor Freight,UAE,Sharjah,Rail Freight,Low,Express required
ORD-0004330,1/16/2024,CUST-00072,Individual,Saudi Arabia,Jeddah,Sports & Outdoors,Bicycles,18,892.05,16056.9,12.86,2064.92,15,2098.8,3275.07,88.82,19454.67,USD,Shipped,1/31/2024,Digital Wallet,Partial,EMP-00103,MSC Arabian,Kuwait,Jahra,Air Freight,Medium,Express required
ORD-0004332,4/2/2023,CUST-00197,Individual,Kuwait,Hawalli,Food & Beverage,Health Foods,8,184.06,1472.48,4.93,72.59,0,0,4112.12,0,5512.01,USD,Delivered,4/19/2023,Credit Card,Overdue,EMP-00103,Pearl Harbor Freight,Bahrain,Isa Town,Road Transport,High,Temperature controlled
ORD-0004333,10/21/2024,CUST-01474,Small Business,UAE,Abu Dhabi,Sports & Outdoors,Swimming Gear,31,751.32,23290.92,13.68,3186.2,5,1005.24,4649.02,165.17,25924.15,USD,Delivered,11/11/2024,Letter of Credit,Paid,EMP-00101,DHL Gulf,Qatar,Lusail,Express Courier,Medium,Express required
ORD-0004334,1/28/2024,CUST-00607,Small Business,Saudi Arabia,Jubail,Sports & Outdoors,Team Sports,139,532.2,73975.8,2.83,2093.52,15,10782.34,342.57,577.13,83584.32,USD,Returned,2/17/2024,Digital Wallet,Paid,EMP-00134,Arabian Shipping Co.,UAE,Fujairah,Sea Freight,Medium,Express required
ORD-0004335,12/8/2021,CUST-00638,Individual,UAE,Ajman,Home & Garden,Kitchen Appliances,15,226.52,3397.8,0.17,5.78,5,169.6,2744.39,0,6306.01,USD,Delivered,12/22/2021,Credit Card,Paid,EMP-00103,UPS Arabia,Oman,Salalah,Air Freight,Medium,Bulk order
ORD-0004338,8/8/2020,CUST-01366,Corporate,UAE,Ajman,Automotive,Oils,1997,4119.23,8226102.31,12.98,1067748.08,5,357917.71,3556.02,21048.96,7540876.92,USD,Returned,8/9/2020,Bank Transfer,Paid,EMP-00216,Maersk Gulf,Saudi Arabia,Dammam,Air Freight,Medium,Express required
ORD-0004339,8/26/2020,CUST-01127,E-commerce Platform,Saudi Arabia,Medina,Sports & Outdoors,Sports Shoes,29,222.55,6453.95,3.96,255.58,15,929.76,640.6,0,7768.73,USD,Delivered,9/18/2020,Credit Card,Paid,EMP-00051,CMA CGM Middle East,Oman,Salalah,Express Courier,Low,Express required
ORD-0004340,12/13/2020,CUST-00365,Individual,UAE,Ras Al Khaimah,Fashion,Jewelry,16,541.76,8668.16,2.45,212.37,5,422.79,4257,0,13135.58,USD,Delivered,1/2/2021,Cash on Delivery,Paid,EMP-00153,Arabian Shipping Co.,Oman,Muscat,Sea Freight,Urgent,Express required
ORD-0004347,6/3/2022,CUST-00070,Individual,Saudi Arabia,Jubail,Sports & Outdoors,Fishing,4,146.2,584.8,0.11,0.64,15,87.62,1020.27,0,1692.05,USD,Shipped,6/18/2022,Digital Wallet,Paid,EMP-00101,COSCO Shipping Gulf,Saudi Arabia,Mecca,Sea Freight,High,Express required
ORD-0004350,12/1/2020,CUST-01006,Individual,Saudi Arabia,Jubail,Automotive,Electronics,2,521.12,1042.24,3.4,35.44,15,151.02,2466.39,0,3624.21,USD,Shipped,12/13/2020,Credit Card,Paid,EMP-00239,Maersk Gulf,Saudi Arabia,Riyadh,Express Courier,Low,Fragile items
ORD-0004351,7/9/2025,CUST-00797,Government,Bahrain,Isa Town,Home & Garden,Decor,5953,7393.17,44011541.01,3.52,1549206.24,10,4246233.48,1595.48,406874.45,47117038.18,USD,Delivered,8/3/2025,Bank Transfer,Overdue,EMP-00081,Hapag-Lloyd Gulf,Saudi Arabia,Taif,Sea Freight,Low,Express required
ORD-0004352,12/1/2023,CUST-01409,Small Business,Kuwait,Salmiya,Food & Beverage,Bakery,327,779.56,254916.12,11.64,29672.24,0,0,1443.38,440.91,227128.17,USD,Delivered,12/27/2023,Credit Card,Pending,EMP-00101,Hapag-Lloyd Gulf,UAE,Fujairah,Air Freight,Low,Express required
ORD-0004353,2/26/2024,CUST-00814,E-commerce Platform,Oman,Salalah,Sports & Outdoors,Running,26,75.85,1972.1,3.79,74.74,5,94.87,97.98,0,2090.21,USD,Delivered,3/8/2024,Credit Card,Paid,EMP-00241,Red Sea Transport,Saudi Arabia,Jeddah,Air Freight,Medium,Express required
ORD-0004354,7/19/2020,CUST-00663,E-commerce Platform,Oman,Muscat,Electronics,TVs,99,287.74,28486.26,2.72,774.83,5,1385.57,4701.66,158.63,33957.29,USD,Delivered,8/4/2020,Credit Card,Pending,EMP-00241,UPS Arabia,Saudi Arabia,Taif,Road Transport,Medium,Express required
ORD-0004356,3/29/2023,CUST-00796,Corporate,UAE,Fujairah,Industrial,Packaging,4494,1895.75,8519500.5,15.02,1279628.98,5,361993.58,3636.92,29867.1,7635369.12,USD,Delivered,4/17/2023,Bank Transfer,Paid,EMP-00153,COSCO Shipping Gulf,Qatar,Doha,Air Freight,Medium,Express required
ORD-0004358,2/2/2025,CUST-00059,Small Business,Qatar,Lusail,Fashion,Bags,408,642.7,262221.6,5.5,14422.19,0,0,4895.49,2364.93,255059.83,USD,Delivered,2/9/2025,Credit Card,Paid,EMP-00232,COSCO Shipping Gulf,Qatar,Doha,Road Transport,Low,Express required
ORD-0004359,2/2/2023,CUST-00892,Individual,UAE,Abu Dhabi,Fashion,Shoes,9,321.23,2891.07,3.56,102.92,5,139.41,1489.25,0,4416.81,USD,Shipped,2/7/2023,Letter of Credit,Paid,EMP-00214,Arabian Shipping Co.,Oman,Sohar,Sea Freight,Low,Express required
ORD-0004361,5/7/2025,CUST-00544,Government,Kuwait,Kuwait City,Beauty & Health,Fragrances,7053,7947.19,56051531.07,0.47,263442.2,0,0,4665.66,502897.16,56295651.69,USD,Shipped,5/20/2025,Letter of Credit,Paid,EMP-00101,Kanoo Shipping,Kuwait,Jahra,Sea Freight,High,Express required
ORD-0004362,1/24/2021,CUST-00017,Individual,Oman,Salalah,Food & Beverage,Beverages,16,591.17,9458.72,3.45,326.33,5,456.62,992.2,0,10581.21,USD,Delivered,2/16/2021,Cash on Delivery,Paid,EMP-00224,Evergreen Gulf Services,UAE,Fujairah,Air Freight,Medium,Express required
ORD-0004363,10/30/2019,CUST-00420,E-commerce Platform,UAE,Abu Dhabi,Home & Garden,Decor,82,383.35,31434.7,3.61,1134.79,5,1515,3596.87,119.9,35531.68,USD,Delivered,11/17/2019,Letter of Credit,Paid,EMP-00233,Desert Express Logistics,Kuwait,Hawalli,Sea Freight,Medium,Fragile items
ORD-0004365,6/9/2019,CUST-00750,Small Business,UAE,Abu Dhabi,Food & Beverage,Beverages,132,456.8,60297.6,13.08,7886.93,5,2620.53,3140.96,258.89,58431.05,USD,Delivered,6/25/2019,Bank Transfer,Paid,EMP-00216,Middle East Freight Solutions,Kuwait,Hawalli,Sea Freight,Medium,Express required
ORD-0004367,9/5/2025,CUST-01222,Individual,UAE,Fujairah,Automotive,Interior,12,840.7,10088.4,3.63,366.21,5,486.11,740.34,22.82,10971.46,USD,Delivered,9/13/2025,Credit Card,Paid,EMP-00269,Middle East Freight Solutions,Kuwait,Hawalli,Sea Freight,Medium,Express required
ORD-0004368,11/12/2019,CUST-01168,Government,Kuwait,Jahra,Sports & Outdoors,Bicycles,1720,9872.06,16979943.2,8.45,1434805.2,0,0,1367.9,51402.49,15597908.39,USD,Shipped,11/25/2019,Bank Transfer,Paid,EMP-00269,Arabian Shipping Co.,Saudi Arabia,Jeddah,Road Transport,High,Hazardous materials
ORD-0004369,6/29/2022,CUST-01189,Corporate,Qatar,Al Khor,Fashion,Kids Clothing,67,299.62,20074.54,12.36,2481.21,0,0,1088.41,122.88,18804.62,USD,Shipped,6/30/2022,Bank Transfer,Pending,EMP-00081,Aramex,Saudi Arabia,Khobar,Air Freight,High,Express required
ORD-0004371,6/21/2025,CUST-00273,Government,Qatar,Al Khor,Beauty & Health,Body Care,5383,7494.32,40341924.56,9.6,3872824.76,0,0,4614.88,76949.3,36550663.98,USD,Delivered,7/21/2025,Bank Transfer,Paid,EMP-00239,Arabian Shipping Co.,Saudi Arabia,Dammam,Sea Freight,Low,Express required
ORD-0004372,2/21/2025,CUST-00404,Individual,Kuwait,Salmiya,Automotive,Exterior,16,548.82,8781.12,1.12,98.35,0,0,4118.11,0,12800.88,USD,Delivered,3/19/2025,Credit Card,Pending,EMP-00232,Maersk Gulf,Kuwait,Hawalli,Air Freight,Medium,Express required
ORD-0004373,12/21/2025,CUST-00587,Small Business,UAE,Abu Dhabi,Industrial,Raw Materials,445,1071.93,477008.85,3.59,17124.62,5,22994.21,614.66,2361.61,485854.71,USD,Delivered,12/31/2025,Credit Card,Paid,EMP-00234,Gulf Logistics Partners,UAE,Ras Al Khaimah,Air Freight,High,Express required
ORD-0004374,6/30/2024,CUST-00441,Small Business,Oman,Sohar,Automotive,Car Care,30,1497.04,44911.2,2.22,997.03,5,2195.71,2648.56,409.62,49168.06,USD,Shipped,7/15/2024,Bank Transfer,Paid,EMP-00283,Aramex,Bahrain,Isa Town,Sea Freight,High,Express required
ORD-0004376,10/10/2021,CUST-01476,Corporate,Saudi Arabia,Jubail,Sports & Outdoors,Swimming Gear,4610,762.16,3513557.6,9.21,323598.65,15,478493.84,2183.39,14962.25,3685598.43,USD,Delivered,10/20/2021,Digital Wallet,Paid,EMP-00051,Middle East Freight Solutions,Oman,Muscat,Sea Freight,Low,Express required
ORD-0004377,6/3/2019,CUST-00065,Small Business,Qatar,Al Rayyan,Automotive,Oils,56,363.83,20374.48,11.44,2330.84,0,0,4696.82,112.94,22853.4,USD,Delivered,6/19/2019,Digital Wallet,Paid,EMP-00233,Aramex,Oman,Salalah,Sea Freight,High,Express required
ORD-0004380,12/15/2020,CUST-01200,Small Business,Oman,Sohar,Food & Beverage,Beverages,331,130.23,43106.13,3.14,1353.53,5,2087.63,2750.86,408.04,46999.13,USD,Delivered,12/16/2020,Digital Wallet,Pending,EMP-00269,COSCO Shipping Gulf,Saudi Arabia,Dammam,Sea Freight,Low,Express required
ORD-0004381,4/21/2025,CUST-01441,Small Business,Bahrain,Riffa,Beauty & Health,Skincare,459,763.25,350331.75,10.9,38186.16,10,31214.56,1104.07,1258.54,345722.76,USD,Delivered,5/18/2025,Cash on Delivery,Paid,EMP-00051,DHL Gulf,Oman,Nizwa,Air Freight,High,Express required
ORD-0004382,10/21/2020,CUST-00314,Corporate,Qatar,Al Khor,Electronics,Power Banks,4618,1737.06,8021743.08,22.98,1843396.56,0,0,2870.15,63379.78,6244596.45,USD,Delivered,11/9/2020,Cash on Delivery,Paid,EMP-00103,GAC Logistics,Kuwait,Jahra,Sea Freight,High,Express required
ORD-0004383,11/8/2025,CUST-00750,Small Business,UAE,Abu Dhabi,Home & Garden,Lighting,396,1453.93,575756.28,8.46,48708.98,5,26352.37,3063.27,5628.14,562091.08,USD,Returned,11/14/2025,Credit Card,Paid,EMP-00089,Arabian Shipping Co.,Kuwait,Kuwait City,Express Courier,Medium,Express required
ORD-0004384,3/3/2019,CUST-01050,Corporate,Kuwait,Ahmadi,Home & Garden,Bedding,3322,1956.04,6497964.88,7.14,463954.69,0,0,1326.93,9661.9,6044999.02,USD,Delivered,4/2/2019,Digital Wallet,Paid,EMP-00081,Desert Express Logistics,Saudi Arabia,Jubail,Sea Freight,High,Hazardous materials
ORD-0004385,3/7/2023,CUST-00584,Small Business,Qatar,Doha,Beauty & Health,Body Care,120,988.77,118652.4,9,10678.72,0,0,4544.61,637.66,113155.95,USD,Shipped,3/8/2023,Digital Wallet,Paid,EMP-00153,Agility Logistics,UAE,Sharjah,Sea Freight,Medium,Express required
ORD-0004386,1/27/2021,CUST-01221,E-commerce Platform,UAE,Abu Dhabi,Sports & Outdoors,Hiking Equipment,39,176.68,6890.52,3.51,241.86,5,332.43,1917.47,0,8898.56,USD,Delivered,2/25/2021,Credit Card,Paid,EMP-00232,Gulf Logistics Partners,UAE,Ajman,Air Freight,High,Express required
ORD-0004387,8/18/2021,CUST-00749,E-commerce Platform,Bahrain,Riffa,Automotive,Oils,67,197.06,13203.02,10.24,1351.99,10,1185.1,4783.64,120.95,17940.72,USD,Delivered,9/17/2021,Cash on Delivery,Paid,EMP-00152,Pearl Harbor Freight,Qatar,Al Rayyan,Air Freight,High,Express required
ORD-0004388,4/6/2024,CUST-01389,Individual,Kuwait,Salmiya,Sports & Outdoors,Hiking Equipment,1,979,979,4.68,45.82,0,0,383.64,0,1316.82,USD,Shipped,4/8/2024,Cash on Delivery,Pending,EMP-00089,Pearl Harbor Freight,Bahrain,Muharraq,Road Transport,Low,Express required
ORD-0004389,2/21/2022,CUST-01162,Individual,Kuwait,Hawalli,Home & Garden,Kitchen Appliances,15,33.94,509.1,2.73,13.9,0,0,3648.74,0,4143.94,USD,Delivered,3/2/2022,Bank Transfer,Paid,EMP-00103,Kanoo Shipping,UAE,Dubai,Air Freight,High,Express required
ORD-0004390,2/18/2020,CUST-00380,Individual,Qatar,Lusail,Sports & Outdoors,Hiking Equipment,6,922.59,5535.54,3.33,184.33,0,0,4074.67,0,9425.88,USD,Delivered,3/11/2020,Digital Wallet,Paid,EMP-00076,Red Sea Transport,Kuwait,Salmiya,Express Courier,Medium,Express required
ORD-0004391,4/5/2023,CUST-00152,Corporate,Kuwait,Hawalli,Automotive,Interior,798,1096.02,874623.96,11.96,104605.03,0,0,3913.76,8330.6,782263.29,USD,Delivered,5/2/2023,Bank Transfer,Paid,EMP-00098,DHL Gulf,Bahrain,Muharraq,Sea Freight,High,Fragile items
ORD-0004393,11/13/2019,CUST-00369,Individual,Bahrain,Hamad Town,Home & Garden,Bedding,1,294.8,294.8,3.16,9.32,10,28.55,3158.11,0,3472.14,USD,Delivered,11/28/2019,Digital Wallet,Paid,EMP-00124,Desert Express Logistics,Oman,Muscat,Express Courier,High,Express required
ORD-0004394,6/25/2024,CUST-01067,Corporate,Saudi Arabia,Taif,Home & Garden,Kitchen Appliances,93,939.58,87380.94,7.09,6195.31,15,12177.84,2815.79,625.7,96804.96,USD,Delivered,7/18/2024,Installments,Paid,EMP-00081,MSC Arabian,Oman,Salalah,Air Freight,Urgent,Express required
ORD-0004395,5/15/2024,CUST-00924,E-commerce Platform,Qatar,Lusail,Industrial,Packaging,33,103.52,3416.16,0.31,10.59,0,0,1776.18,0,5181.75,USD,Delivered,6/4/2024,Credit Card,Paid,EMP-00242,Aramex,Oman,Sur,Air Freight,Medium,Fragile items
ORD-0004396,11/25/2019,CUST-01238,Corporate,Bahrain,Riffa,Industrial,Raw Materials,1306,4566.18,5963431.08,6.65,396568.17,10,556686.29,2715.74,12713.97,6138978.91,USD,Delivered,12/7/2019,Credit Card,Paid,EMP-00233,Pearl Harbor Freight,Oman,Muscat,Air Freight,High,Express required
ORD-0004398,4/11/2021,CUST-01013,Corporate,Bahrain,Riffa,Electronics,Smart Watches,1897,2439.05,4626877.85,8.7,402538.37,10,422433.95,4107.45,34494.89,4685375.77,USD,Delivered,4/23/2021,Credit Card,Paid,EMP-00167,Aramex,Oman,Muscat,Air Freight,Low,Express required
ORD-0004400,10/24/2023,CUST-01104,Small Business,Saudi Arabia,Jeddah,Sports & Outdoors,Yoga,424,805.36,341472.64,6.12,20898.13,15,48086.18,2333.38,2112.85,373106.92,USD,Delivered,10/29/2023,Bank Transfer,Paid,EMP-00228,Gulf Logistics Partners,UAE,Ras Al Khaimah,Sea Freight,Medium,Fragile items
ORD-0004401,6/19/2023,CUST-00133,Corporate,Saudi Arabia,Medina,Sports & Outdoors,Fishing,1337,1814.95,2426588.15,14.65,355495.16,15,310663.95,3143.22,20675.49,2405575.65,USD,Delivered,7/7/2023,Digital Wallet,Paid,EMP-00269,Aramex,Qatar,Doha,Road Transport,High,Hazardous materials
ORD-0004402,10/14/2019,CUST-00531,Corporate,UAE,Sharjah,Industrial,Hardware,52,2412.13,125430.76,19.27,24170.51,5,5063.01,2637.14,641.68,109602.08,USD,Returned,10/19/2019,Credit Card,Partial,EMP-00076,Desert Express Logistics,Saudi Arabia,Riyadh,Express Courier,Low,Express required
ORD-0004403,9/1/2020,CUST-01148,Government,Saudi Arabia,Jubail,Automotive,Exterior,8014,2817.26,22577521.64,0.61,137722.88,15,3365969.81,1046.42,26584,25833398.99,USD,Delivered,9/30/2020,Cash on Delivery,Paid,EMP-00152,FedEx Middle East,Bahrain,Riffa,Road Transport,Medium,Express required
ORD-0004404,10/9/2025,CUST-00462,Corporate,Qatar,Lusail,Industrial,Raw Materials,2249,1970.91,4432576.59,15.2,673751.64,0,0,2692.05,28567.67,3790084.67,USD,Delivered,11/4/2025,Bank Transfer,Paid,EMP-00081,Desert Express Logistics,Kuwait,Salmiya,Sea Freight,Medium,Express required
ORD-0004406,1/23/2021,CUST-00453,Corporate,UAE,Sharjah,Automotive,Electronics,4381,2382.7,10438608.7,23.01,2401923.86,5,401834.24,3504.55,12777.83,8454801.46,USD,Shipped,1/26/2021,Cash on Delivery,Paid,EMP-00279,UPS Arabia,Qatar,Al Wakrah,Sea Freight,Medium,Express required
ORD-0004408,1/26/2025,CUST-00308,Small Business,UAE,Ajman,Automotive,Interior,90,1458,131220,5.02,6587.24,5,6231.64,768.55,293.75,131926.7,USD,Delivered,2/24/2025,Credit Card,Paid,EMP-00197,Agility Logistics,Saudi Arabia,Medina,Road Transport,High,Express required
