Inventory_ID,Warehouse_ID,Warehouse_Name,Country,City,SKU,Product_Category,Product_Name,Current_Stock,Reorder_Level,Max_Stock_Capacity,Unit_Cost_USD,Unit_Price_USD,Stock_Value_USD,Received_Date,Expiry_Date,Units_Received_YTD,Units_Shipped_YTD,Units_Returned_YTD,Stock_Turnover_Rate,Quality_Status,Storage_Zone,Shelf_Location,Batch_Number,Supplier_Name,Last_Stock_Count_Date,Stock_Count_Variance,Handler_Employee_ID,Temperature_Required,Hazardous_Class,Barcode,Weight_Per_Unit_KG,Dimensions_CM
INV-0004467,WH-015,CNF Muharraq Distribution Center,Bahrain,Muharraq,SKU-FOO-9390-508,Food & Beverage,Bakery,1069,174,4956,3617.88,4746.67,3867513.72,12/3/2023,5/2/2025,5189,1196,57,1.12,Good,B2,B2-34-9,BATCH-2022675,Gulf Manufacturing,3/1/2025,-11,EMP-00172,Ambient,None,8.90146E+12,6.78,106x60x36
INV-0004468,WH-017,CNF Salalah Distribution Center,Oman,Salalah,SKU-AUT-8120-323,Automotive,Oils,9419,288,12394,1162.72,2366.2,10951659.68,1/1/2019,12/5/2025,26196,693,2,0.07,Good,Hazmat Zone,Hazmat Zone-5-3,BATCH-2024152,Local Distributors,6/24/2019,-26,EMP-00190,Ambient,None,8.90496E+12,6.6,119x91x10
INV-0004469,WH-003,CNF Sharjah Distribution Center,UAE,Sharjah,SKU-SPO-4118-975,Sports & Outdoors,Fishing,8055,146,8595,3855.11,8994.65,31052911.05,5/21/2020,12/5/2025,32129,126,2,0.02,Good,Cold Zone,Cold Zone-50-2,BATCH-2023964,India Trade Center,10/3/2021,-45,EMP-00018,Ambient,None,8.90129E+12,56.33,191x26x12
INV-0004470,WH-017,CNF Salalah Distribution Center,Oman,Salalah,SKU-SPO-6409-159,Sports & Outdoors,Camping Gear,1407,294,5093,4157.82,10598.4,5850052.74,5/30/2019,12/5/2025,47204,27044,986,19.22,Good,B2,B2-43-7,BATCH-2019856,Gulf Manufacturing,5/23/2021,-18,EMP-00018,Ambient,None,8.90477E+12,22.41,26x90x5
INV-0004471,WH-003,CNF Sharjah Distribution Center,UAE,Sharjah,SKU-SPO-4113-394,Sports & Outdoors,Fitness Equipment,9209,94,9406,3853.6,4943.46,35487802.4,8/20/2022,12/5/2025,3320,423,9,0.05,Good,Cold Zone,Cold Zone-4-9,BATCH-2021723,Euro Logistics,5/8/2025,-5,EMP-00048,Ambient,Class 4,8.90413E+12,91.65,14x36x15
INV-0004472,WH-004,CNF Riyadh Distribution Center,Saudi Arabia,Riyadh,SKU-BEA-8994-379,Beauty & Health,Dental Care,9671,298,10190,421.87,1095.11,4079904.77,10/10/2021,8/18/2023,10100,287,6,0.03,Good,Cold Zone,Cold Zone-17-2,BATCH-2022994,Local Distributors,9/17/2023,-30,EMP-00018,15-25°C,None,8.90961E+12,86.01,144x55x16
INV-0004473,WH-016,CNF Muscat Distribution Center,Oman,Muscat,SKU-IND-7622-652,Industrial,Measuring,9840,171,11344,4824.88,9386.52,47476819.2,8/20/2022,12/5/2025,10658,9985,399,1.01,Quarantine,B2,B2-25-6,BATCH-2021766,China Export Hub,1/1/2025,-19,EMP-00290,Ambient,None,8.90769E+12,44.11,164x90x46
INV-0004474,WH-012,CNF Al Khor Distribution Center,Qatar,Al Khor,SKU-IND-8799-980,Industrial,Measuring,8496,307,9842,3970.57,9354.2,33733962.72,10/24/2023,12/5/2025,5450,3783,124,0.45,Good,A1,A1-14-5,BATCH-2025374,Euro Logistics,8/28/2024,-20,EMP-00020,Ambient,None,8.90613E+12,31.21,152x88x14
INV-0004475,WH-006,CNF Dammam Distribution Center,Saudi Arabia,Dammam,SKU-FAS-9028-221,Fashion,Sunglasses,9396,463,12191,1627.76,2378,15294432.96,10/3/2020,12/5/2025,37046,8204,307,0.87,Good,A2,A2-35-7,BATCH-2024962,Gulf Manufacturing,10/4/2023,25,EMP-00014,Ambient,None,8.90479E+12,77.18,174x7x33
INV-0004476,WH-005,CNF Jeddah Distribution Center,Saudi Arabia,Jeddah,SKU-AUT-5391-615,Automotive,Car Care,2960,255,7388,1116.78,2989.57,3305668.8,5/30/2021,12/5/2025,19163,13703,611,4.63,Damaged,Cold Zone,Cold Zone-35-9,BATCH-2023861,India Trade Center,9/26/2022,-18,EMP-00058,Ambient,None,8.90483E+12,5.01,82x59x9
INV-0004477,WH-001,CNF Dubai Distribution Center,UAE,Dubai,SKU-FAS-3300-143,Fashion,Shoes,9164,82,10052,2365.93,5513.76,21681382.52,3/6/2019,12/5/2025,33990,33664,753,3.67,Good,A2,A2-29-8,BATCH-2024525,Euro Logistics,10/28/2025,31,EMP-00290,Ambient,None,8.90495E+12,65.01,115x95x31
INV-0004478,WH-012,CNF Al Khor Distribution Center,Qatar,Al Khor,SKU-HOM-6330-752,Home & Garden,Dining,1465,326,5696,1661.26,2252.46,2433745.9,7/5/2023,12/5/2025,30489,8741,265,5.97,Good,Hazmat Zone,Hazmat Zone-20-5,BATCH-2022486,Turkey Logistics,10/8/2024,-14,EMP-00290,Ambient,None,8.90194E+12,11.66,189x40x23
INV-0004479,WH-011,CNF Al Wakrah Distribution Center,Qatar,Al Wakrah,SKU-AUT-8132-506,Automotive,Car Care,9413,263,11374,3200.93,5572.53,30130354.09,6/18/2022,12/5/2025,29054,7016,244,0.75,Good,B2,B2-23-2,BATCH-2021448,Asia Trade Partners,7/31/2023,-3,EMP-00252,Ambient,None,8.90498E+12,98.83,126x48x41
INV-0004480,WH-012,CNF Al Khor Distribution Center,Qatar,Al Khor,SKU-FOO-5718-669,Food & Beverage,Dairy,6360,450,7128,4858.46,7236.05,30899805.6,7/26/2024,1/27/2025,35236,7402,265,1.16,Good,D1,D1-7-1,BATCH-2022035,Asia Trade Partners,5/21/2025,-19,EMP-00020,Frozen,None,8.903E+12,80.75,84x11x6
INV-0004481,WH-010,CNF Doha Distribution Center,Qatar,Doha,SKU-FAS-7823-776,Fashion,Sunglasses,651,278,1827,1470.84,3714.25,957516.84,5/2/2024,12/5/2025,17216,9565,447,14.69,Good,A2,A2-46-9,BATCH-2020113,Euro Logistics,10/3/2025,0,EMP-00046,Ambient,None,8.90395E+12,7.57,17x45x29
INV-0004482,WH-009,CNF Salmiya Distribution Center,Kuwait,Salmiya,SKU-ELE-3510-472,Electronics,TVs,6143,323,10919,2493.66,3440.82,15318553.38,5/19/2025,12/5/2025,5957,63,3,0.01,Good,B2,B2-42-2,BATCH-2021885,Local Distributors,12/30/2025,35,EMP-00185,Ambient,None,8.90509E+12,91.28,108x17x12
INV-0004483,WH-012,CNF Al Khor Distribution Center,Qatar,Al Khor,SKU-AUT-9976-806,Automotive,Exterior,8995,184,10764,1048.02,2142.51,9426939.9,4/16/2022,12/5/2025,10844,10657,511,1.18,Good,B2,B2-44-5,BATCH-2021643,Asia Trade Partners,11/12/2025,32,EMP-00082,Ambient,None,8.90728E+12,90.65,80x5x47
INV-0004484,WH-003,CNF Sharjah Distribution Center,UAE,Sharjah,SKU-IND-5363-110,Industrial,Safety Equipment,3517,261,5053,1728.14,4730.97,6077868.38,7/12/2020,12/5/2025,17106,172,6,0.05,Expired,High Value,High Value-40-9,BATCH-2022431,India Trade Center,2/17/2023,12,EMP-00190,Ambient,None,8.90235E+12,63.07,159x75x43
INV-0004485,WH-008,CNF Hawalli Distribution Center,Kuwait,Hawalli,SKU-FAS-1816-487,Fashion,Women Clothing,8964,225,13380,4852.56,11889.75,43498347.84,3/17/2019,12/5/2025,22388,19772,643,2.21,Good,A1,A1-41-4,BATCH-2025417,Local Distributors,3/18/2024,-2,EMP-00060,Ambient,None,8.90691E+12,57.6,151x100x26
INV-0004486,WH-018,CNF Sohar Distribution Center,Oman,Sohar,SKU-FOO-9368-992,Food & Beverage,Organic Foods,1900,416,6076,4407.32,5850.2,8373908,12/24/2024,12/31/2025,49779,39108,1950,20.58,Quarantine,C2,C2-43-10,BATCH-2023987,Global Supply Co.,1/2/2025,20,EMP-00284,2-8°C,None,8.90953E+12,3.89,53x32x38
INV-0004487,WH-001,CNF Dubai Distribution Center,UAE,Dubai,SKU-BEA-9272-742,Beauty & Health,Skincare,1135,84,5766,1294.55,2117.12,1469314.25,8/8/2023,2/28/2024,39694,21622,1012,19.05,Good,A1,A1-11-4,BATCH-2024972,Euro Logistics,3/4/2025,42,EMP-00060,Ambient,None,8.90226E+12,1.78,146x6x46
INV-0004488,WH-011,CNF Al Wakrah Distribution Center,Qatar,Al Wakrah,SKU-FOO-4233-877,Food & Beverage,Spices,9917,180,13959,2316.19,4054.55,22969656.23,6/21/2025,12/31/2025,29406,14399,336,1.45,Good,A2,A2-38-7,BATCH-2020822,China Export Hub,9/12/2025,-9,EMP-00135,2-8°C,None,8.90329E+12,11.94,177x14x5
INV-0004489,WH-016,CNF Muscat Distribution Center,Oman,Muscat,SKU-FOO-4682-986,Food & Beverage,Packaged Foods,6789,276,11060,723.03,1087.11,4908650.67,4/24/2025,12/17/2025,22005,12637,397,1.86,Good,B2,B2-21-4,BATCH-2023741,Euro Logistics,6/23/2025,13,EMP-00127,-20°C,None,8.90668E+12,97.76,199x55x33
INV-0004490,WH-001,CNF Dubai Distribution Center,UAE,Dubai,SKU-FAS-4449-397,Fashion,Bags,5187,134,7775,3440.1,6340.97,17843798.7,8/5/2025,12/5/2025,6817,6555,219,1.26,Recalled,C1,C1-35-5,BATCH-2020088,China Export Hub,12/6/2025,36,EMP-00140,Ambient,None,8.90861E+12,30.48,71x54x14
INV-0004491,WH-002,CNF Abu Dhabi Distribution Center,UAE,Abu Dhabi,SKU-AUT-9786-726,Automotive,Electronics,9441,432,14048,506.2,951.01,4779034.2,9/11/2025,12/5/2025,4049,4042,157,0.43,Good,D1,D1-7-2,BATCH-2021958,Gulf Manufacturing,10/23/2025,-6,EMP-00290,Ambient,None,8.90405E+12,38.87,153x99x5
INV-0004492,WH-004,CNF Riyadh Distribution Center,Saudi Arabia,Riyadh,SKU-SPO-2821-731,Sports & Outdoors,Team Sports,9631,249,11550,1148.02,2266.87,11056580.62,10/28/2021,12/5/2025,48106,46350,119,4.81,Good,Hazmat Zone,Hazmat Zone-44-2,BATCH-2022678,Euro Logistics,11/8/2025,-16,EMP-00182,Ambient,None,8.90346E+12,76.85,96x68x41
INV-0004493,WH-017,CNF Salalah Distribution Center,Oman,Salalah,SKU-BEA-5632-972,Beauty & Health,Makeup,5305,357,10021,583.12,880,3093451.6,7/15/2021,7/28/2022,7053,85,1,0.02,Good,D1,D1-23-1,BATCH-2019229,Global Supply Co.,4/5/2023,45,EMP-00048,Frozen,None,8.90945E+12,16.34,93x94x18
INV-0004494,WH-002,CNF Abu Dhabi Distribution Center,UAE,Abu Dhabi,SKU-HOM-8932-815,Home & Garden,Furniture,4241,397,6202,2626.99,6986.05,11141064.59,5/2/2025,12/5/2025,21019,5466,85,1.29,Good,A1,A1-42-2,BATCH-2023925,China Export Hub,10/6/2025,-33,EMP-00162,Ambient,None,8.90587E+12,52.42,113x94x45
INV-0004495,WH-015,CNF Muharraq Distribution Center,Bahrain,Muharraq,SKU-ELE-6803-260,Electronics,Smart Watches,6593,262,9197,1610.34,4383.65,10616971.62,5/2/2022,12/5/2025,27948,24089,147,3.65,Damaged,D1,D1-21-4,BATCH-2022932,Global Supply Co.,7/19/2023,-11,EMP-00127,Ambient,None,8.90882E+12,58.51,42x61x45
INV-0004496,WH-009,CNF Salmiya Distribution Center,Kuwait,Salmiya,SKU-BEA-7970-729,Beauty & Health,Body Care,8931,96,12747,3546.58,4908.01,31674505.98,12/27/2020,10/3/2021,44595,34263,474,3.84,Good,C1,C1-25-5,BATCH-2022465,Turkey Logistics,3/16/2021,-6,EMP-00240,-20°C,None,8.90301E+12,5.89,8x69x9
INV-0004497,WH-016,CNF Muscat Distribution Center,Oman,Muscat,SKU-ELE-3581-531,Electronics,Power Banks,9683,326,13600,1388.47,3554.57,13444555.01,9/13/2022,12/5/2025,28859,17919,387,1.85,Good,A2,A2-28-7,BATCH-2024501,China Export Hub,6/3/2024,-11,EMP-00299,Ambient,None,8.90756E+12,67.44,69x18x27
INV-0004498,WH-006,CNF Dammam Distribution Center,Saudi Arabia,Dammam,SKU-FAS-7123-107,Fashion,Women Clothing,4007,107,7249,88.3,146.4,353818.1,4/14/2021,12/5/2025,22240,9389,433,2.34,Good,Cold Zone,Cold Zone-34-5,BATCH-2021352,Euro Logistics,12/25/2024,-3,EMP-00175,Ambient,None,8.90108E+12,22.67,197x40x46
INV-0004499,WH-007,CNF Kuwait City Distribution Center,Kuwait,Kuwait City,SKU-IND-5300-873,Industrial,Chemicals,9491,325,9619,2130.3,4761.55,20218677.3,1/1/2021,12/5/2025,16358,2293,49,0.24,Damaged,Cold Zone,Cold Zone-4-1,BATCH-2021243,India Trade Center,8/26/2022,-35,EMP-00060,Ambient,None,8.90498E+12,77.53,106x96x42
INV-0004500,WH-003,CNF Sharjah Distribution Center,UAE,Sharjah,SKU-HOM-8487-468,Home & Garden,Cleaning,9589,56,14101,131.45,367.89,1260474.05,12/6/2022,12/5/2025,1267,300,2,0.03,Good,B2,B2-15-8,BATCH-2022028,Asia Trade Partners,5/5/2023,36,EMP-00058,Ambient,None,8.90899E+12,38.53,144x61x47
INV-0004501,WH-004,CNF Riyadh Distribution Center,Saudi Arabia,Riyadh,SKU-FOO-8189-544,Food & Beverage,Snacks,1512,56,1981,932.67,2634.96,1410197.04,3/30/2024,11/24/2025,47942,45371,2084,30.01,Good,B1,B1-5-6,BATCH-2024380,Asia Trade Partners,10/8/2025,-39,EMP-00240,2-8°C,None,8.90953E+12,2.37,130x67x10
INV-0004502,WH-014,CNF Riffa Distribution Center,Bahrain,Riffa,SKU-FAS-9285-988,Fashion,Shoes,3325,85,7455,4397.46,12325.84,14621554.5,11/8/2023,12/5/2025,46782,45944,934,13.82,Good,Hazmat Zone,Hazmat Zone-48-5,BATCH-2020646,Turkey Logistics,4/16/2025,-48,EMP-00182,Ambient,None,8.90969E+12,34.39,111x13x21
INV-0004503,WH-001,CNF Dubai Distribution Center,UAE,Dubai,SKU-HOM-2194-369,Home & Garden,Textiles,1518,337,3587,4923.6,12602.79,7474024.8,7/3/2021,12/5/2025,40688,13159,102,8.67,Quarantine,C2,C2-19-10,BATCH-2020244,Global Supply Co.,8/31/2023,-38,EMP-00020,Ambient,None,8.90934E+12,66,82x44x33
INV-0004504,WH-005,CNF Jeddah Distribution Center,Saudi Arabia,Jeddah,SKU-FOO-6269-538,Food & Beverage,Snacks,2109,131,5736,3172.75,5336.18,6691329.75,3/27/2020,1/3/2021,38995,13157,102,6.24,Damaged,High Value,High Value-44-2,BATCH-2022062,Turkey Logistics,12/8/2024,-15,EMP-00058,2-8°C,None,8.90634E+12,24.58,185x24x32
INV-0004505,WH-016,CNF Muscat Distribution Center,Oman,Muscat,SKU-HOM-1097-283,Home & Garden,Bedding,5276,223,5516,3924.29,6401.92,20704554.04,4/3/2021,12/5/2025,19495,2089,63,0.4,Good,A2,A2-32-9,BATCH-2022305,Turkey Logistics,3/11/2023,-22,EMP-00240,Ambient,None,8.9033E+12,93.04,106x74x28
INV-0004506,WH-008,CNF Hawalli Distribution Center,Kuwait,Hawalli,SKU-AUT-2283-189,Automotive,Tools,4671,448,6186,3354.57,9550.13,15669196.47,7/30/2025,12/5/2025,42704,23878,1016,5.11,Expired,High Value,High Value-42-3,BATCH-2021094,China Export Hub,8/7/2025,-3,EMP-00135,Ambient,None,8.90523E+12,63.54,119x17x36
INV-0004507,WH-004,CNF Riyadh Distribution Center,Saudi Arabia,Riyadh,SKU-SPO-1023-823,Sports & Outdoors,Team Sports,5018,160,9169,3666.1,5324.55,18396489.8,2/28/2019,12/5/2025,9397,2974,52,0.59,Good,A1,A1-45-9,BATCH-2023449,Turkey Logistics,4/8/2021,13,EMP-00284,Ambient,None,8.90106E+12,50.87,46x80x23
INV-0004508,WH-018,CNF Sohar Distribution Center,Oman,Sohar,SKU-ELE-1036-949,Electronics,Tablets,4282,449,9267,4549.64,12615.82,19481558.48,2/12/2024,12/5/2025,48738,34778,235,8.12,Damaged,B1,B1-21-7,BATCH-2022869,Gulf Manufacturing,12/25/2024,41,EMP-00135,Ambient,None,8.90182E+12,56.63,34x80x16
INV-0004509,WH-012,CNF Al Khor Distribution Center,Qatar,Al Khor,SKU-FOO-2543-517,Food & Beverage,Organic Foods,2788,324,7122,3989.13,5901.99,11121694.44,9/17/2021,8/25/2023,46015,8272,259,2.97,Good,D1,D1-32-7,BATCH-2019673,Euro Logistics,7/25/2025,-9,EMP-00014,15-25°C,None,8.90119E+12,45.57,70x76x41
INV-0004510,WH-014,CNF Riffa Distribution Center,Bahrain,Riffa,SKU-FAS-6692-832,Fashion,Bags,7945,233,10444,131.2,346.27,1042384,12/28/2020,12/5/2025,15403,13350,205,1.68,Quarantine,B1,B1-19-3,BATCH-2025166,Global Supply Co.,4/25/2025,-23,EMP-00290,Ambient,None,8.90962E+12,33.58,161x6x30
INV-0004511,WH-005,CNF Jeddah Distribution Center,Saudi Arabia,Jeddah,SKU-ELE-5737-374,Electronics,Gaming Consoles,839,383,3826,4390.34,5654.2,3683495.26,11/26/2024,12/5/2025,8923,5527,223,6.59,Good,C2,C2-11-5,BATCH-2020581,Asia Trade Partners,7/12/2025,-9,EMP-00060,Ambient,None,8.90145E+12,72.71,40x80x50
INV-0004512,WH-013,CNF Manama Distribution Center,Bahrain,Manama,SKU-ELE-7748-365,Electronics,TVs,5137,123,6273,1221.51,1767.37,6274896.87,6/15/2019,12/5/2025,40431,25175,1230,4.9,Good,A2,A2-8-1,BATCH-2022902,China Export Hub,11/6/2024,31,EMP-00020,Ambient,None,8.90881E+12,25.29,180x55x44
INV-0004513,WH-013,CNF Manama Distribution Center,Bahrain,Manama,SKU-HOM-2509-762,Home & Garden,Bedding,6661,129,10394,373.93,729.2,2490747.73,2/20/2022,12/5/2025,34786,7587,59,1.14,Good,Hazmat Zone,Hazmat Zone-9-10,BATCH-2020679,India Trade Center,11/2/2023,-49,EMP-00244,Ambient,None,8.90865E+12,90.39,50x15x30
INV-0004514,WH-006,CNF Dammam Distribution Center,Saudi Arabia,Dammam,SKU-HOM-8102-699,Home & Garden,Kitchen Appliances,2650,339,6775,55.48,108.17,147022,4/14/2025,12/5/2025,19632,9261,122,3.49,Good,High Value,High Value-38-8,BATCH-2020640,Turkey Logistics,10/4/2025,50,EMP-00036,Ambient,None,8.90454E+12,91.34,196x76x23
INV-0004515,WH-014,CNF Riffa Distribution Center,Bahrain,Riffa,SKU-IND-2774-760,Industrial,Safety Equipment,6458,314,7337,4282.23,12710.36,27654641.34,5/12/2021,12/5/2025,20695,7754,90,1.2,Good,D1,D1-30-8,BATCH-2025556,Euro Logistics,5/12/2022,-2,EMP-00252,Ambient,None,8.90701E+12,88.5,142x80x46
INV-0004516,WH-015,CNF Muharraq Distribution Center,Bahrain,Muharraq,SKU-HOM-3567-910,Home & Garden,Kitchen Appliances,5448,256,10378,3042.39,8145.04,16574940.72,9/30/2019,12/5/2025,2150,485,8,0.09,Good,A2,A2-17-6,BATCH-2024161,India Trade Center,1/22/2022,-16,EMP-00058,Ambient,None,8.90438E+12,6.47,106x56x21
INV-0004517,WH-016,CNF Muscat Distribution Center,Oman,Muscat,SKU-IND-6127-113,Industrial,Electrical,8149,387,12861,3185.91,3864.72,25961980.59,4/11/2019,12/5/2025,5441,429,19,0.05,Good,Cold Zone,Cold Zone-2-6,BATCH-2024456,Local Distributors,11/27/2023,-47,EMP-00240,Ambient,Class 4,8.90645E+12,12.31,148x95x46
INV-0004518,WH-007,CNF Kuwait City Distribution Center,Kuwait,Kuwait City,SKU-ELE-2228-255,Electronics,Tablets,6053,273,10132,4563.21,6621.43,27621110.13,6/6/2022,12/5/2025,41459,5566,66,0.92,Good,C2,C2-31-1,BATCH-2022529,Euro Logistics,1/28/2024,-49,EMP-00036,Ambient,None,8.90835E+12,44.54,138x18x47
INV-0004519,WH-011,CNF Al Wakrah Distribution Center,Qatar,Al Wakrah,SKU-BEA-3570-732,Beauty & Health,Medical Devices,4065,94,6230,2818.82,6426.18,11458503.3,12/25/2024,11/21/2025,26884,14520,578,3.57,Quarantine,B1,B1-24-6,BATCH-2025973,Local Distributors,12/28/2025,48,EMP-00174,-20°C,None,8.90645E+12,63.75,193x71x12
INV-0004520,WH-013,CNF Manama Distribution Center,Bahrain,Manama,SKU-FOO-4232-333,Food & Beverage,Spices,1263,198,1555,4714.17,10869.36,5953996.71,4/14/2021,10/6/2022,2517,780,36,0.62,Good,C2,C2-9-8,BATCH-2025495,Euro Logistics,8/9/2025,5,EMP-00162,15-25°C,None,8.90151E+12,39.77,135x71x23
INV-0004521,WH-009,CNF Salmiya Distribution Center,Kuwait,Salmiya,SKU-HOM-2127-219,Home & Garden,Bedding,2593,393,5495,2158.44,2958.11,5596834.92,11/27/2021,12/5/2025,5792,4030,189,1.55,Good,B2,B2-48-5,BATCH-2023176,Global Supply Co.,5/2/2025,15,EMP-00018,Ambient,None,8.90781E+12,37.59,89x53x7
INV-0004522,WH-015,CNF Muharraq Distribution Center,Bahrain,Muharraq,SKU-FOO-1242-637,Food & Beverage,Packaged Foods,2539,103,6006,501.03,928.94,1272115.17,9/15/2024,12/17/2025,43810,27227,402,10.72,Good,C2,C2-27-6,BATCH-2024412,India Trade Center,9/27/2025,8,EMP-00274,-20°C,None,8.90376E+12,32.28,66x100x36
INV-0004523,WH-012,CNF Al Khor Distribution Center,Qatar,Al Khor,SKU-FOO-9348-846,Food & Beverage,Bakery,462,341,3200,3875.07,8533.95,1790282.34,7/28/2023,2/28/2025,19886,4524,52,9.79,Good,B1,B1-1-2,BATCH-2020633,Asia Trade Partners,9/10/2024,-37,EMP-00252,2-8°C,None,8.90768E+12,38.29,178x59x21
INV-0004524,WH-012,CNF Al Khor Distribution Center,Qatar,Al Khor,SKU-AUT-9421-211,Automotive,Exterior,1634,357,4526,3435.52,4470.29,5613639.68,6/23/2023,12/5/2025,33933,27461,526,16.81,Good,C1,C1-49-5,BATCH-2023161,India Trade Center,12/5/2025,19,EMP-00020,Ambient,None,8.9099E+12,11.83,45x22x45
INV-0004525,WH-002,CNF Abu Dhabi Distribution Center,UAE,Abu Dhabi,SKU-FAS-1296-104,Fashion,Accessories,9937,285,11627,3139.63,8156.03,31198503.31,3/24/2020,12/5/2025,26937,21751,118,2.19,Good,C2,C2-2-1,BATCH-2019278,Turkey Logistics,10/28/2023,-50,EMP-00184,Ambient,None,8.90647E+12,56.92,69x34x45
INV-0004526,WH-015,CNF Muharraq Distribution Center,Bahrain,Muharraq,SKU-ELE-4353-263,Electronics,Tablets,8224,63,12787,2423.73,6429.58,19932755.52,6/5/2019,12/5/2025,30626,17431,22,2.12,Good,A2,A2-30-6,BATCH-2023470,Euro Logistics,7/17/2025,-18,EMP-00284,Ambient,None,8.90804E+12,79.28,32x49x15
INV-0004527,WH-004,CNF Riyadh Distribution Center,Saudi Arabia,Riyadh,SKU-FAS-9538-256,Fashion,Watches,5667,195,10416,4031.95,7999.34,22849060.65,8/17/2023,12/5/2025,39127,31461,433,5.55,Good,C2,C2-28-1,BATCH-2023057,Local Distributors,9/20/2023,-33,EMP-00014,Ambient,None,8.90571E+12,3.37,144x85x40
INV-0004528,WH-010,CNF Doha Distribution Center,Qatar,Doha,SKU-FAS-3723-225,Fashion,Sportswear,8029,178,10654,764.14,1953.56,6135280.06,1/6/2022,12/5/2025,39771,25260,1031,3.15,Good,C1,C1-24-5,BATCH-2025477,Global Supply Co.,12/2/2022,18,EMP-00140,Ambient,None,8.90705E+12,28.23,120x52x26
INV-0004529,WH-006,CNF Dammam Distribution Center,Saudi Arabia,Dammam,SKU-BEA-6952-567,Beauty & Health,Skincare,7738,418,8079,91.47,191.71,707794.86,1/6/2024,5/14/2025,13469,845,15,0.11,Good,Hazmat Zone,Hazmat Zone-29-3,BATCH-2021076,Turkey Logistics,9/18/2025,31,EMP-00252,Ambient,None,8.90887E+12,72.55,47x47x33
INV-0004530,WH-006,CNF Dammam Distribution Center,Saudi Arabia,Dammam,SKU-FAS-6487-319,Fashion,Accessories,490,181,972,770.33,1352.99,377461.7,1/14/2023,12/5/2025,31200,13514,186,27.58,Good,D1,D1-37-9,BATCH-2022373,Turkey Logistics,4/1/2023,-10,EMP-00190,Ambient,None,8.903E+12,28.83,67x82x25
INV-0004531,WH-011,CNF Al Wakrah Distribution Center,Qatar,Al Wakrah,SKU-ELE-5028-318,Electronics,Smart Watches,1747,456,2820,3691.29,4457.66,6448683.63,12/21/2024,12/5/2025,47060,19100,157,10.93,Good,C1,C1-16-1,BATCH-2025164,Gulf Manufacturing,6/27/2025,38,EMP-00135,Ambient,None,8.90503E+12,41.02,14x84x35
INV-0004532,WH-004,CNF Riyadh Distribution Center,Saudi Arabia,Riyadh,SKU-HOM-1367-411,Home & Garden,Dining,9042,165,11728,638.39,1674.97,5772322.38,7/27/2025,12/5/2025,42463,41346,1135,4.57,Good,Cold Zone,Cold Zone-41-10,BATCH-2025884,China Export Hub,12/19/2025,9,EMP-00182,Ambient,None,8.9086E+12,22.62,19x76x49
INV-0004533,WH-016,CNF Muscat Distribution Center,Oman,Muscat,SKU-ELE-7785-610,Electronics,TVs,1789,132,4694,4137.83,9945.61,7402577.87,10/24/2022,12/5/2025,30242,15059,636,8.42,Good,A2,A2-29-7,BATCH-2019776,Turkey Logistics,8/6/2023,-33,EMP-00244,Ambient,None,8.90348E+12,20.68,138x54x38
INV-0004534,WH-010,CNF Doha Distribution Center,Qatar,Doha,SKU-IND-8210-699,Industrial,Safety Equipment,1792,137,4082,16.04,47.47,28743.68,10/4/2020,12/5/2025,6080,1303,58,0.73,Good,High Value,High Value-38-6,BATCH-2022940,India Trade Center,12/5/2023,27,EMP-00274,Ambient,Class 4,8.90128E+12,76.97,30x74x43
INV-0004535,WH-001,CNF Dubai Distribution Center,UAE,Dubai,SKU-AUT-8563-570,Automotive,Car Parts,5060,64,5308,865.28,2081.98,4378316.8,12/15/2020,12/5/2025,19405,691,19,0.14,Good,Cold Zone,Cold Zone-8-4,BATCH-2022641,Asia Trade Partners,2/6/2024,20,EMP-00290,Ambient,None,8.90678E+12,12.9,77x48x50
INV-0004536,WH-008,CNF Hawalli Distribution Center,Kuwait,Hawalli,SKU-IND-2179-356,Industrial,Plumbing,3579,256,6614,2512.42,5729.46,8991951.18,8/21/2022,12/5/2025,42839,38600,1828,10.79,Good,C1,C1-39-8,BATCH-2025830,India Trade Center,7/7/2024,-27,EMP-00240,Ambient,None,8.90411E+12,22.57,140x15x33
INV-0004537,WH-018,CNF Sohar Distribution Center,Oman,Sohar,SKU-BEA-7426-134,Beauty & Health,Makeup,4954,449,6767,3946.63,9592.65,19551605.02,3/22/2023,9/27/2024,45545,43449,1612,8.77,Good,Cold Zone,Cold Zone-18-3,BATCH-2024759,Euro Logistics,7/23/2024,47,EMP-00244,15-25°C,Class 7,8.90703E+12,7.64,185x25x10
INV-0004538,WH-011,CNF Al Wakrah Distribution Center,Qatar,Al Wakrah,SKU-SPO-5777-246,Sports & Outdoors,Camping Gear,5193,427,5417,106.45,286.19,552794.85,2/22/2021,12/5/2025,1298,84,4,0.02,Damaged,Cold Zone,Cold Zone-31-9,BATCH-2024070,Gulf Manufacturing,12/30/2021,9,EMP-00182,Ambient,None,8.90308E+12,97.52,20x82x28
INV-0004539,WH-008,CNF Hawalli Distribution Center,Kuwait,Hawalli,SKU-FOO-8878-241,Food & Beverage,Beverages,3183,336,3828,3050.4,6548.64,9709423.2,7/3/2020,12/21/2021,10649,7139,202,2.24,Good,B1,B1-43-4,BATCH-2020250,Gulf Manufacturing,11/17/2024,-35,EMP-00290,15-25°C,None,8.90184E+12,73.53,198x78x31
